# (pymysql.err.IntegrityError) (1452, 'Cannot add or update a child row: a foreign key constraint fails (`findabug`.`annotations_kegg_r207`, CONSTRAINT `annotations_kegg_r207_ibfk_2` FOREIGN KEY (`gene_id`) REFERENCES `proteins_r207` (`gene_id`))')
# [SQL: INSERT INTO annotations_kegg_r207 (version, gene_id, genome_id, ko, threshold, score, e_value) VALUES (%(version)s, %(gene_id)s, %(genome_id)s, %(ko)s, %(threshold)s, %(score)s, %(e_value)s)]
# [parameters: [{'version': 207, 'gene_id': 'DEWO01000156.1_1', 'genome_id': 'GCA_002363695.1', 'ko': 'K05826', 'threshold': 32.67, 'score': -2.0, 'e_value': 310.0}, {'version': 207, 'gene_id': 'DEWO01000156.1_1', 'genome_id': 'GCA_002363695.1', 'ko': 'K19789', 'threshold': 344.67, 'score': -6.7, 'e_value': 1500.0}, {'version': 207, 'gene_id': 'DEWO01000156.1_1', 'genome_id': 'GCA_002363695.1', 'ko': 'K06193', 'threshold': 47.83, 'score': -10.2, 'e_value': 1500.0}, {'version': 207, 'gene_id': 'DEWO01000132.1_5', 'genome_id': 'GCA_002363695.1', 'ko': 'K06078', 'threshold': 33.9, 'score': 0.1, 'e_value': 120.0}, {'version': 207, 'gene_id': 'DEWO01000024.1_10', 'genome_id': 'GCA_002363695.1', 'ko': 'K10405', 'threshold': 561.57, 'score': -15.2, 'e_value': 1500.0}, {'version': 207, 'gene_id': 'DEWO01000054.1_2', 'genome_id': 'GCA_002363695.1', 'ko': 'K03117', 'threshold': 76.23, 'score': 0.1, 'e_value': 79.0}, {'version': 207, 'gene_id': 'DEWO01000128.1_9', 'genome_id': 'GCA_002363695.1', 'ko': 'K01992', 'threshold': 18.2, 'score': 0.1, 'e_value': 38.0}, {'version': 207, 'gene_id': 'DEWO01000021.1_8', 'genome_id': 'GCA_002363695.1', 'ko': 'K01992', 'threshold': 18.2, 'score': -0.1, 'e_value': 45.0}  ... displaying 10 of 9272 total bound parameter sets ...  {'version': 207, 'gene_id': 'JABCPG020000091.1_13', 'genome_id': 'GCA_013333195.2', 'ko': 'K12211', 'threshold': 73.17, 'score': -6.1, 'e_value': 1700.0}, {'version': 207, 'gene_id': 'JABCPG020000095.1_15', 'genome_id': 'GCA_013333195.2', 'ko': 'K06341', 'threshold': 40.67, 'score': 1.2, 'e_value': 43.0}]]
# (Background on this error at: https://sqlalche.me/e/20/gkpj)
gene_id,ko,threshold,score,e_value,genome_id,version
NZ_ML123044.1_1572,K01992,18.2,2.1,55.0,GCF_003846175.1,207
NZ_ML123044.1_1580,K03220,75.23,-5.6,8900.0,GCF_003846175.1,207
NZ_ML123045.1_7,K08948,104.03,0.8,310.0,GCF_003846175.1,207
NZ_ML123045.1_11,K01992,18.2,3.6,19.0,GCF_003846175.1,207
NZ_ML123045.1_33,K02034,122.5,-1.6,440.0,GCF_003846175.1,207
NZ_ML123045.1_127,K01992,18.2,1.0,120.0,GCF_003846175.1,207
NZ_ML123045.1_127,K07052,32.0,0.7,110.0,GCF_003846175.1,207
NZ_ML123045.1_162,K06919,26.17,-3.2,1000.0,GCF_003846175.1,207
NZ_ML123045.1_204,K07052,32.0,1.8,54.0,GCF_003846175.1,207
NZ_ML123045.1_225,K23506,52.63,1.1,110.0,GCF_003846175.1,207
NZ_ML123045.1_303,K07240,46.53,1.4,83.0,GCF_003846175.1,207
NZ_ML123045.1_324,K07401,40.7,1.8,120.0,GCF_003846175.1,207
NZ_ML123045.1_347,K15685,70.87,1.2,100.0,GCF_003846175.1,207
NZ_ML123045.1_347,K19748,103.67,1.1,110.0,GCF_003846175.1,207
NZ_ML123045.1_347,K20371,61.37,-0.3,200.0,GCF_003846175.1,207
NZ_ML123045.1_347,K12412,188.1,-0.9,610.0,GCF_003846175.1,207
NZ_ML123045.1_371,K04651,35.3,-0.6,450.0,GCF_003846175.1,207
NZ_ML123045.1_397,K16919,66.7,0.9,110.0,GCF_003846175.1,207
NZ_ML123045.1_433,K11128,66.17,1.5,78.0,GCF_003846175.1,207
NZ_ML123045.1_433,K12623,91.97,0.4,210.0,GCF_003846175.1,207
NZ_ML123045.1_438,K20840,383.93,-3.6,1000.0,GCF_003846175.1,207
NZ_ML123045.1_446,K16926,73.3,0.1,330.0,GCF_003846175.1,207
NZ_ML123045.1_475,K01046,66.43,1.8,69.0,GCF_003846175.1,207
NZ_ML123045.1_486,K03075,26.37,2.3,70.0,GCF_003846175.1,207
NZ_ML123045.1_486,K11086,78.6,1.0,120.0,GCF_003846175.1,207
NZ_ML123045.1_492,K21908,34.43,2.7,39.0,GCF_003846175.1,207
NZ_ML123045.1_492,K00242,65.67,1.1,120.0,GCF_003846175.1,207
NZ_ML123045.1_492,K08992,32.83,-2.1,2200.0,GCF_003846175.1,207
NZ_ML123045.1_503,K01992,18.2,-0.4,310.0,GCF_003846175.1,207
NZ_ML123045.1_505,K02451,58.87,0.2,360.0,GCF_003846175.1,207
NZ_ML123045.1_505,K19012,178.77,-0.0,180.0,GCF_003846175.1,207
NZ_ML123045.1_515,K20467,69.9,0.0,300.0,GCF_003846175.1,207
NZ_ML123045.1_525,K01992,18.2,1.1,110.0,GCF_003846175.1,207
NZ_ML123045.1_552,K14763,68.13,0.6,110.0,GCF_003846175.1,207
NZ_ML123045.1_552,K11086,78.6,0.6,160.0,GCF_003846175.1,207
NZ_ML123045.1_567,K19059,58.8,1.2,220.0,GCF_003846175.1,207
NZ_ML123045.1_590,K21695,30.5,3.5,42.0,GCF_003846175.1,207
NZ_ML123045.1_640,K00389,33.1,2.2,60.0,GCF_003846175.1,207
NZ_ML123045.1_645,K09914,79.53,0.4,220.0,GCF_003846175.1,207
NZ_ML123045.1_681,K06006,46.23,1.7,120.0,GCF_003846175.1,207
NZ_ML123045.1_717,K16052,236.13,-3.5,1700.0,GCF_003846175.1,207
NZ_ML123045.1_738,K00077,68.5,-1.2,380.0,GCF_003846175.1,207
NZ_ML123045.1_747,K11095,54.43,1.3,120.0,GCF_003846175.1,207
NZ_ML123045.1_754,K07794,45.6,0.4,210.0,GCF_003846175.1,207
NZ_ML123045.1_760,K24582,77.37,0.2,310.0,GCF_003846175.1,207
NZ_ML123045.1_761,K07184,75.53,-2.6,1400.0,GCF_003846175.1,207
NZ_ML123045.1_761,K09892,30.8,-4.1,8900.0,GCF_003846175.1,207
NZ_ML123045.1_763,K17247,66.6,0.9,130.0,GCF_003846175.1,207
NZ_ML123045.1_766,K07502,81.7,0.8,97.0,GCF_003846175.1,207
NZ_ML123045.1_790,K07184,75.53,-0.1,250.0,GCF_003846175.1,207
NZ_ML123045.1_790,K06504,152.03,-0.4,280.0,GCF_003846175.1,207
NZ_ML123045.1_791,K11572,71.27,0.2,220.0,GCF_003846175.1,207
NZ_ML123045.1_791,K11341,141.47,-0.2,300.0,GCF_003846175.1,207
NZ_ML123045.1_791,K18620,314.77,-2.5,790.0,GCF_003846175.1,207
NZ_ML123045.1_791,K18719,180.97,-2.5,580.0,GCF_003846175.1,207
NZ_ML123045.1_794,K19059,58.8,1.2,230.0,GCF_003846175.1,207
NZ_ML123045.1_816,K02451,58.87,2.3,82.0,GCF_003846175.1,207
NZ_ML123045.1_841,K12199,107.17,0.7,110.0,GCF_003846175.1,207
NZ_ML123045.1_841,K13909,133.93,0.1,240.0,GCF_003846175.1,207
NZ_ML123045.1_855,K12065,97.47,0.1,130.0,GCF_003846175.1,207
NZ_ML123045.1_857,K10565,77.63,2.0,82.0,GCF_003846175.1,207
NZ_ML123045.1_857,K03646,61.97,1.8,81.0,GCF_003846175.1,207
NZ_ML123045.1_862,K02640,57.07,2.0,72.0,GCF_003846175.1,207
NZ_ML123045.1_877,K07340,68.13,-1.0,490.0,GCF_003846175.1,207
NZ_ML123045.1_897,K03220,75.23,0.8,130.0,GCF_003846175.1,207
NZ_ML123045.1_897,K11741,101.97,0.4,300.0,GCF_003846175.1,207
NZ_ML123045.1_948,K20276,11.23,1.6,16.0,GCF_003846175.1,207
NZ_ML123045.1_970,K02380,47.53,1.1,140.0,GCF_003846175.1,207
NZ_ML123045.1_996,K23612,99.63,0.7,120.0,GCF_003846175.1,207
NZ_ML123045.1_997,K12068,40.07,1.2,250.0,GCF_003846175.1,207
NZ_ML123045.1_1000,K06204,35.0,-0.6,560.0,GCF_003846175.1,207
NZ_ML123045.1_1016,K01992,18.2,1.9,63.0,GCF_003846175.1,207
NZ_ML123045.1_1016,K03803,50.43,1.0,130.0,GCF_003846175.1,207
NZ_ML123045.1_1023,K23675,45.57,1.6,130.0,GCF_003846175.1,207
NZ_ML123045.1_1026,K07052,32.0,1.9,49.0,GCF_003846175.1,207
NZ_ML123045.1_1037,K01992,18.2,2.3,48.0,GCF_003846175.1,207
NZ_ML123045.1_1053,K22758,81.3,1.4,120.0,GCF_003846175.1,207
NZ_ML123045.1_1053,K14323,87.77,0.5,110.0,GCF_003846175.1,207
NZ_ML123045.1_1082,K07038,28.0,1.8,63.0,GCF_003846175.1,207
NZ_ML123045.1_1100,K07090,39.27,0.8,99.0,GCF_003846175.1,207
NZ_ML123045.1_1103,K02418,23.43,3.4,31.0,GCF_003846175.1,207
NZ_ML123045.1_1117,K01992,18.2,3.1,27.0,GCF_003846175.1,207
NZ_ML123045.1_1127,K02004,47.77,0.7,61.0,GCF_003846175.1,207
NZ_ML123045.1_1149,K23168,41.13,0.3,180.0,GCF_003846175.1,207
NZ_ML123046.1_2,K06996,55.87,1.8,92.0,GCF_003846175.1,207
NZ_ML123046.1_100,K24915,36.03,0.9,120.0,GCF_003846175.1,207
NZ_ML123046.1_210,K08363,55.47,2.2,70.0,GCF_003846175.1,207
NZ_ML123046.1_242,K03220,75.23,1.5,81.0,GCF_003846175.1,207
NZ_ML123046.1_293,K24915,36.03,2.1,50.0,GCF_003846175.1,207
NZ_ML123046.1_334,K07486,29.53,-0.3,200.0,GCF_003846175.1,207
NZ_ML123046.1_336,K12284,106.53,1.2,110.0,GCF_003846175.1,207
NZ_ML123046.1_337,K02116,20.27,2.8,45.0,GCF_003846175.1,207
NZ_ML123046.1_341,K23165,46.2,0.6,150.0,GCF_003846175.1,207
NZ_ML123046.1_355,K20371,61.37,-0.0,160.0,GCF_003846175.1,207
NZ_ML123046.1_446,K00389,33.1,0.5,210.0,GCF_003846175.1,207
NZ_ML123046.1_449,K10753,61.53,1.3,110.0,GCF_003846175.1,207
NZ_ML123046.1_449,K01309,66.33,0.8,82.0,GCF_003846175.1,207
NZ_ML123046.1_449,K14193,128.73,0.3,170.0,GCF_003846175.1,207
NZ_ML123046.1_449,K25425,145.8,0.0,160.0,GCF_003846175.1,207
NZ_ML123046.1_450,K13104,47.67,0.7,77.0,GCF_003846175.1,207
NZ_ML123046.1_450,K11883,113.17,0.5,120.0,GCF_003846175.1,207
NZ_ML123046.1_450,K08025,148.07,0.4,260.0,GCF_003846175.1,207
NZ_ML123046.1_450,K19896,101.33,0.4,140.0,GCF_003846175.1,207
NZ_ML123046.1_450,K08699,164.8,0.1,240.0,GCF_003846175.1,207
NZ_ML123046.1_450,K06386,158.0,0.0,210.0,GCF_003846175.1,207
NZ_ML123046.1_472,K16923,63.5,1.0,94.0,GCF_003846175.1,207
NZ_ML123046.1_472,K02033,271.03,-2.3,910.0,GCF_003846175.1,207
NZ_ML123046.1_484,K01992,18.2,0.9,130.0,GCF_003846175.1,207
NZ_ML123046.1_484,K16919,66.7,0.5,140.0,GCF_003846175.1,207
NZ_ML123046.1_490,K23340,69.2,-0.2,190.0,GCF_003846175.1,207
NZ_ML123046.1_528,K02196,25.8,-1.2,1100.0,GCF_003846175.1,207
NZ_ML123046.1_544,K22736,34.57,0.8,120.0,GCF_003846175.1,207
NZ_ML123046.1_643,K23612,99.63,0.7,120.0,GCF_003846175.1,207
NZ_ML123046.1_643,K12199,107.17,0.6,120.0,GCF_003846175.1,207
NZ_ML123046.1_671,K06383,106.33,0.4,110.0,GCF_003846175.1,207
NZ_ML123046.1_677,K20371,61.37,-0.0,170.0,GCF_003846175.1,207
NZ_ML123046.1_679,K20555,49.73,0.5,430.0,GCF_003846175.1,207
NZ_ML123046.1_689,K03646,61.97,0.4,210.0,GCF_003846175.1,207
NZ_ML123046.1_726,K05567,122.9,0.8,160.0,GCF_003846175.1,207
NZ_ML123046.1_749,K11892,83.5,1.2,100.0,GCF_003846175.1,207
NZ_ML123046.1_749,K02018,239.33,-2.2,520.0,GCF_003846175.1,207
NZ_ML123046.1_840,K15685,70.87,0.4,190.0,GCF_003846175.1,207
NZ_ML123046.1_849,K01992,18.2,-0.6,380.0,GCF_003846175.1,207
NZ_ML123046.1_850,K21449,14.13,1.3,34.0,GCF_003846175.1,207
NZ_ML123046.1_865,K07340,68.13,0.9,130.0,GCF_003846175.1,207
NZ_ML123046.1_865,K12510,88.13,0.8,110.0,GCF_003846175.1,207
NZ_ML123046.1_865,K07991,60.9,0.2,190.0,GCF_003846175.1,207
NZ_ML123046.1_919,K03799,137.53,0.2,160.0,GCF_003846175.1,207
NZ_ML123046.1_942,K01992,18.2,2.9,32.0,GCF_003846175.1,207
NZ_ML123046.1_943,K05074,79.93,0.3,220.0,GCF_003846175.1,207
NZ_ML123046.1_951,K07794,45.6,0.8,150.0,GCF_003846175.1,207
NZ_ML123046.1_951,K21394,82.77,-1.8,790.0,GCF_003846175.1,207
NZ_ML123046.1_956,K07149,95.83,0.4,130.0,GCF_003846175.1,207
NZ_ML123046.1_972,K25079,138.57,0.5,210.0,GCF_003846175.1,207
NZ_ML123046.1_972,K03122,51.73,0.4,170.0,GCF_003846175.1,207
NZ_ML123046.1_994,K03803,50.43,2.0,70.0,GCF_003846175.1,207
NZ_ML123047.1_4,K07052,32.0,1.9,48.0,GCF_003846175.1,207
NZ_ML123047.1_41,K00077,68.5,1.2,74.0,GCF_003846175.1,207
NZ_ML123047.1_46,K07794,45.6,1.8,78.0,GCF_003846175.1,207
NZ_ML123047.1_60,K19058,37.53,2.2,74.0,GCF_003846175.1,207
NZ_ML123047.1_60,K24131,52.33,-0.7,280.0,GCF_003846175.1,207
NZ_ML123047.1_69,K09976,63.7,1.2,160.0,GCF_003846175.1,207
NZ_ML123047.1_102,K19534,47.57,1.7,54.0,GCF_003846175.1,207
NZ_ML123047.1_102,K03004,63.43,0.6,110.0,GCF_003846175.1,207
NZ_ML123047.1_102,K23038,88.1,0.6,97.0,GCF_003846175.1,207
NZ_ML123047.1_102,K19755,137.13,0.1,210.0,GCF_003846175.1,207
NZ_ML123047.1_102,K11547,86.6,-0.0,97.0,GCF_003846175.1,207
NZ_ML123047.1_102,K25749,76.77,-0.1,81.0,GCF_003846175.1,207
NZ_ML123047.1_103,K06546,41.0,0.6,180.0,GCF_003846175.1,207
NZ_ML123047.1_106,K02408,38.4,3.0,60.0,GCF_003846175.1,207
NZ_ML123047.1_116,K19687,29.3,2.6,86.0,GCF_003846175.1,207
NZ_ML123047.1_116,K03636,33.77,1.0,210.0,GCF_003846175.1,207
NZ_ML123047.1_124,K03571,29.2,0.4,260.0,GCF_003846175.1,207
NZ_ML123047.1_127,K11619,58.93,2.6,65.0,GCF_003846175.1,207
NZ_ML123047.1_130,K03088,60.33,1.9,62.0,GCF_003846175.1,207
NZ_ML123047.1_132,K06872,44.0,0.8,110.0,GCF_003846175.1,207
NZ_ML123047.1_170,K12872,102.3,0.4,110.0,GCF_003846175.1,207
NZ_ML123047.1_170,K14398,132.43,0.3,160.0,GCF_003846175.1,207
NZ_ML123047.1_186,K07112,27.93,2.4,43.0,GCF_003846175.1,207
NZ_ML123047.1_201,K16919,66.7,1.0,100.0,GCF_003846175.1,207
NZ_ML123047.1_201,K08177,217.47,-1.2,240.0,GCF_003846175.1,207
NZ_ML123047.1_206,K11549,50.03,1.3,100.0,GCF_003846175.1,207
NZ_ML123047.1_297,K23162,76.93,1.1,240.0,GCF_003846175.1,207
NZ_ML123047.1_308,K07642,343.7,-2.9,970.0,GCF_003846175.1,207
NZ_ML123047.1_330,K19302,97.47,-0.5,370.0,GCF_003846175.1,207
NZ_ML123047.1_337,K10565,77.63,1.7,99.0,GCF_003846175.1,207
NZ_ML123047.1_356,K03646,61.97,1.2,120.0,GCF_003846175.1,207
NZ_ML123047.1_397,K19058,37.53,2.6,58.0,GCF_003846175.1,207
NZ_ML123047.1_405,K02451,58.87,1.0,200.0,GCF_003846175.1,207
NZ_ML123047.1_405,K10839,92.3,-0.6,320.0,GCF_003846175.1,207
NZ_ML123047.1_459,K11086,78.6,0.9,130.0,GCF_003846175.1,207
NZ_ML123047.1_489,K16919,66.7,1.5,74.0,GCF_003846175.1,207
NZ_ML123047.1_508,K06370,72.13,1.2,110.0,GCF_003846175.1,207
NZ_ML123047.1_508,K20371,61.37,1.1,75.0,GCF_003846175.1,207
NZ_ML123047.1_508,K25079,138.57,0.9,160.0,GCF_003846175.1,207
NZ_ML123047.1_508,K19475,75.7,0.2,150.0,GCF_003846175.1,207
NZ_ML123047.1_539,K15685,70.87,0.5,170.0,GCF_003846175.1,207
NZ_ML123047.1_561,K11622,86.13,0.1,190.0,GCF_003846175.1,207
NZ_ML123047.1_569,K07240,46.53,0.4,170.0,GCF_003846175.1,207
NZ_ML123047.1_569,K07243,33.83,0.2,130.0,GCF_003846175.1,207
NZ_ML123047.1_569,K07052,32.0,0.1,180.0,GCF_003846175.1,207
NZ_ML123047.1_571,K09167,114.23,0.1,220.0,GCF_003846175.1,207
NZ_ML123047.1_574,K21019,267.53,-0.8,330.0,GCF_003846175.1,207
NZ_ML123047.1_580,K06890,168.23,-0.8,380.0,GCF_003846175.1,207
NZ_ML123047.1_582,K14103,87.73,2.0,120.0,GCF_003846175.1,207
NZ_ML123047.1_633,K09796,22.9,-0.5,470.0,GCF_003846175.1,207
NZ_ML123047.1_642,K11095,54.43,2.3,59.0,GCF_003846175.1,207
NZ_ML123047.1_642,K14405,66.4,0.5,160.0,GCF_003846175.1,207
NZ_ML123047.1_663,K11619,58.93,2.5,72.0,GCF_003846175.1,207
NZ_ML123047.1_669,K02451,58.87,2.1,98.0,GCF_003846175.1,207
NZ_ML123047.1_672,K02934,57.7,0.2,140.0,GCF_003846175.1,207
NZ_ML123047.1_730,K15142,88.07,1.1,130.0,GCF_003846175.1,207
NZ_ML123047.1_770,K05567,122.9,1.0,130.0,GCF_003846175.1,207
NZ_ML123047.1_770,K06395,44.77,0.6,170.0,GCF_003846175.1,207
NZ_ML123047.1_770,K02109,44.33,0.4,200.0,GCF_003846175.1,207
NZ_ML123047.1_814,K19058,37.53,2.1,84.0,GCF_003846175.1,207
NZ_ML123047.1_822,K02451,58.87,1.5,150.0,GCF_003846175.1,207
NZ_ML123048.1_63,K01992,18.2,1.4,88.0,GCF_003846175.1,207
NZ_ML123048.1_72,K09945,53.17,1.8,120.0,GCF_003846175.1,207
NZ_ML123048.1_73,K00038,307.2,-2.6,870.0,GCF_003846175.1,207
NZ_ML123048.1_80,K21495,32.3,-0.2,530.0,GCF_003846175.1,207
NZ_ML123048.1_112,K09940,38.5,1.1,130.0,GCF_003846175.1,207
NZ_ML123048.1_146,K02037,248.97,-3.9,1900.0,GCF_003846175.1,207
NZ_ML123048.1_156,K05846,177.87,0.0,180.0,GCF_003846175.1,207
NZ_ML123048.1_220,K03088,60.33,1.1,110.0,GCF_003846175.1,207
NZ_ML123048.1_258,K16926,73.3,2.2,75.0,GCF_003846175.1,207
NZ_ML123048.1_258,K07052,32.0,0.2,170.0,GCF_003846175.1,207
NZ_ML123048.1_258,K23541,29.33,-1.6,550.0,GCF_003846175.1,207
NZ_ML123048.1_269,K17834,153.87,-0.2,180.0,GCF_003846175.1,207
NZ_ML123048.1_281,K22520,130.9,0.8,220.0,GCF_003846175.1,207
NZ_ML123048.1_297,K23612,99.63,0.3,160.0,GCF_003846175.1,207
NZ_ML123048.1_298,K07243,33.83,1.6,50.0,GCF_003846175.1,207
NZ_ML123048.1_320,K17784,28.8,3.1,44.0,GCF_003846175.1,207
NZ_ML123048.1_326,K04848,160.4,-1.5,620.0,GCF_003846175.1,207
NZ_ML123048.1_332,K12289,92.77,1.8,96.0,GCF_003846175.1,207
NZ_ML123048.1_354,K00407,23.43,3.3,57.0,GCF_003846175.1,207
NZ_ML123048.1_354,K19059,58.8,0.7,310.0,GCF_003846175.1,207
NZ_ML123048.1_355,K23612,99.63,0.7,120.0,GCF_003846175.1,207
NZ_ML123048.1_425,K02050,139.9,0.0,170.0,GCF_003846175.1,207
NZ_ML123048.1_444,K19168,22.1,0.1,370.0,GCF_003846175.1,207
NZ_ML123048.1_476,K22452,99.83,0.3,110.0,GCF_003846175.1,207
NZ_ML123048.1_494,K20467,69.9,0.3,250.0,GCF_003846175.1,207
NZ_ML123048.1_508,K14398,132.43,0.1,180.0,GCF_003846175.1,207
NZ_ML123048.1_543,K01004,157.3,0.1,230.0,GCF_003846175.1,207
NZ_ML123048.1_549,K11741,101.97,1.3,160.0,GCF_003846175.1,207
NZ_ML123048.1_557,K02700,35.37,1.6,99.0,GCF_003846175.1,207
NZ_ML123048.1_621,K23255,30.03,0.2,250.0,GCF_003846175.1,207
NZ_ML123048.1_732,K01992,18.2,1.0,120.0,GCF_003846175.1,207
NZ_ML123048.1_751,K07068,24.23,3.2,32.0,GCF_003846175.1,207
NZ_ML123049.1_3,K20474,78.2,-0.3,140.0,GCF_003846175.1,207
NZ_ML123049.1_33,K02004,47.77,0.5,70.0,GCF_003846175.1,207
NZ_ML123049.1_75,K19638,145.07,0.0,150.0,GCF_003846175.1,207
NZ_ML123049.1_81,K05149,64.67,0.3,330.0,GCF_003846175.1,207
NZ_ML123049.1_85,K21449,14.13,0.9,45.0,GCF_003846175.1,207
NZ_ML123049.1_94,K17440,85.83,1.7,92.0,GCF_003846175.1,207
NZ_ML123049.1_121,K21695,30.5,1.0,260.0,GCF_003846175.1,207
NZ_ML123049.1_147,K02942,79.5,1.9,84.0,GCF_003846175.1,207
NZ_ML123049.1_176,K01992,18.2,2.0,58.0,GCF_003846175.1,207
NZ_ML123049.1_203,K21687,152.93,0.7,210.0,GCF_003846175.1,207
NZ_ML123049.1_224,K03075,26.37,1.6,120.0,GCF_003846175.1,207
NZ_ML123049.1_230,K14473,42.33,1.0,140.0,GCF_003846175.1,207
NZ_ML123049.1_258,K03561,57.73,0.6,190.0,GCF_003846175.1,207
NZ_ML123049.1_258,K06203,59.27,0.2,170.0,GCF_003846175.1,207
NZ_ML123049.1_272,K01992,18.2,3.4,22.0,GCF_003846175.1,207
NZ_ML123049.1_273,K02556,82.2,0.1,200.0,GCF_003846175.1,207
NZ_ML123049.1_350,K12068,40.07,2.7,83.0,GCF_003846175.1,207
