# (pymysql.err.IntegrityError) (1452, 'Cannot add or update a child row: a foreign key constraint fails (`findabug`.`annotations_kegg_r207`, CONSTRAINT `annotations_kegg_r207_ibfk_2` FOREIGN KEY (`gene_id`) REFERENCES `proteins_r207` (`gene_id`))')
# [SQL: INSERT INTO annotations_kegg_r207 (version, gene_id, genome_id, ko, threshold, score, e_value) VALUES (%(version)s, %(gene_id)s, %(genome_id)s, %(ko)s, %(threshold)s, %(score)s, %(e_value)s)]
# [parameters: [{'version': 207, 'gene_id': 'NZ_JAFBFI010000001.1_3', 'genome_id': 'GCF_016909175.1', 'ko': 'K12511', 'threshold': 136.43, 'score': -1.8, 'e_value': 290.0}, {'version': 207, 'gene_id': 'NZ_JAFBFI010000001.1_5', 'genome_id': 'GCF_016909175.1', 'ko': 'K07034', 'threshold': 37.5, 'score': 0.8, 'e_value': 45.0}, {'version': 207, 'gene_id': 'NZ_JAFBFI010000001.1_29', 'genome_id': 'GCF_016909175.1', 'ko': 'K15977', 'threshold': 58.67, 'score': -0.3, 'e_value': 160.0}, {'version': 207, 'gene_id': 'NZ_JAFBFI010000001.1_54', 'genome_id': 'GCF_016909175.1', 'ko': 'K14801', 'threshold': 52.63, 'score': 0.4, 'e_value': 74.0}, {'version': 207, 'gene_id': 'NZ_JAFBFI010000001.1_74', 'genome_id': 'GCF_016909175.1', 'ko': 'K09787', 'threshold': 52.6, 'score': 0.5, 'e_value': 120.0}, {'version': 207, 'gene_id': 'NZ_JAFBFI010000001.1_74', 'genome_id': 'GCF_016909175.1', 'ko': 'K08950', 'threshold': 66.43, 'score': 0.4, 'e_value': 250.0}, {'version': 207, 'gene_id': 'NZ_JAFBFI010000001.1_74', 'genome_id': 'GCF_016909175.1', 'ko': 'K07216', 'threshold': 41.1, 'score': -1.9, 'e_value': 400.0}, {'version': 207, 'gene_id': 'NZ_JAFBFI010000001.1_85', 'genome_id': 'GCF_016909175.1', 'ko': 'K01549', 'threshold': 67.27, 'score': 1.0, 'e_value': 71.0}  ... displaying 10 of 6398 total bound parameter sets ...  {'version': 207, 'gene_id': 'SHVS01000007.1_25', 'genome_id': 'GCA_009694135.1', 'ko': 'K06561', 'threshold': 313.53, 'score': -8.2, 'e_value': 1600.0}, {'version': 207, 'gene_id': 'SHVS01000007.1_51', 'genome_id': 'GCA_009694135.1', 'ko': 'K08223', 'threshold': 153.77, 'score': -5.3, 'e_value': 920.0}]]
# (Background on this error at: https://sqlalche.me/e/20/gkpj)
gene_id,ko,threshold,score,e_value,genome_id,version
NZ_CP037922.1_1095,K11548,77.17,-1.2,160.0,GCF_004355185.1,207
NZ_CP037922.1_1121,K19058,37.53,1.8,53.0,GCF_004355185.1,207
NZ_CP037922.1_1173,K16664,77.67,0.4,85.0,GCF_004355185.1,207
NZ_CP037922.1_1182,K03975,52.03,0.7,63.0,GCF_004355185.1,207
NZ_CP037922.1_1197,K05594,43.07,2.6,47.0,GCF_004355185.1,207
NZ_CP037922.1_1197,K02116,20.27,2.3,32.0,GCF_004355185.1,207
NZ_CP037922.1_1204,K01992,18.2,1.7,39.0,GCF_004355185.1,207
NZ_CP037922.1_1215,K07803,77.93,0.8,110.0,GCF_004355185.1,207
NZ_CP037922.1_1247,K00389,33.1,0.8,87.0,GCF_004355185.1,207
NZ_CP037922.1_1247,K09936,39.17,-1.5,400.0,GCF_004355185.1,207
NZ_CP037922.1_1350,K22881,52.77,1.1,68.0,GCF_004355185.1,207
NZ_CP037922.1_1420,K01992,18.2,2.0,31.0,GCF_004355185.1,207
NZ_CP037922.1_1420,K03808,54.43,0.5,57.0,GCF_004355185.1,207
NZ_CP037922.1_1421,K01992,18.2,1.9,33.0,GCF_004355185.1,207
NZ_CP037922.1_1473,K05151,96.43,0.3,150.0,GCF_004355185.1,207
NZ_CP037922.1_1548,K03117,76.23,1.0,130.0,GCF_004355185.1,207
NZ_CP037922.1_1621,K09945,53.17,1.3,92.0,GCF_004355185.1,207
NZ_CP037922.1_1641,K07113,65.43,0.3,100.0,GCF_004355185.1,207
NZ_CP037922.1_1680,K07034,37.5,0.5,62.0,GCF_004355185.1,207
NZ_CP037922.1_1756,K02943,76.9,0.8,96.0,GCF_004355185.1,207
NZ_CP037922.1_1767,K06204,35.0,2.3,38.0,GCF_004355185.1,207
NZ_CP037922.1_1856,K08992,32.83,-1.1,610.0,GCF_004355185.1,207
NZ_CP037922.1_1863,K22938,82.93,0.4,85.0,GCF_004355185.1,207
NZ_CP037922.1_1885,K02116,20.27,3.0,21.0,GCF_004355185.1,207
NZ_CP037922.1_1941,K01992,18.2,2.3,25.0,GCF_004355185.1,207
NZ_CP037922.1_2043,K02674,76.87,-1.6,150.0,GCF_004355185.1,207
NZ_CP037922.1_2067,K02451,58.87,0.4,160.0,GCF_004355185.1,207
NZ_CP037922.1_2087,K03101,27.73,1.4,44.0,GCF_004355185.1,207
NZ_CP037922.1_2094,K02196,25.8,0.5,180.0,GCF_004355185.1,207
NZ_CP037922.1_2153,K08591,66.23,0.1,86.0,GCF_004355185.1,207
NZ_CP037922.1_2230,K13052,60.33,-2.9,1500.0,GCF_004355185.1,207
NZ_CP037922.1_2314,K24915,36.03,1.4,45.0,GCF_004355185.1,207
NZ_CP037922.1_2387,K03075,26.37,-0.2,210.0,GCF_004355185.1,207
NZ_CP037922.1_2388,K05570,78.97,-0.2,240.0,GCF_004355185.1,207
NZ_CP037922.1_2426,K21010,83.17,-0.6,150.0,GCF_004355185.1,207
NZ_CP037922.1_2475,K13052,60.33,0.6,120.0,GCF_004355185.1,207
NZ_CP037922.1_2475,K02664,63.57,-0.3,160.0,GCF_004355185.1,207
NZ_CP037922.1_2475,K09892,30.8,-3.3,3600.0,GCF_004355185.1,207
NZ_CP037922.1_2549,K07052,32.0,0.7,61.0,GCF_004355185.1,207
NZ_CP037922.1_2586,K01992,18.2,1.3,50.0,GCF_004355185.1,207
NZ_CP037922.1_2593,K07052,32.0,1.4,39.0,GCF_004355185.1,207
NZ_CP037922.1_2695,K02277,49.07,0.2,150.0,GCF_004355185.1,207
NZ_CP037922.1_2767,K02109,44.33,-1.0,280.0,GCF_004355185.1,207
NZ_CP037922.1_2777,K15539,43.57,-4.0,2200.0,GCF_004355185.1,207
NZ_CP037922.1_2788,K01992,18.2,0.2,110.0,GCF_004355185.1,207
NZ_CP037922.1_2797,K12863,50.23,0.6,57.0,GCF_004355185.1,207
NZ_CP037922.1_3028,K23675,45.57,1.6,64.0,GCF_004355185.1,207
NZ_CP037922.1_3041,K00247,36.63,0.2,190.0,GCF_004355185.1,207
NZ_CP037922.1_3044,K01992,18.2,2.4,23.0,GCF_004355185.1,207
NZ_CP037922.1_3087,K07112,27.93,1.5,43.0,GCF_004355185.1,207
NZ_CP037922.1_3122,K07240,46.53,0.5,77.0,GCF_004355185.1,207
NZ_CP037922.1_3255,K06919,26.17,0.6,35.0,GCF_004355185.1,207
NZ_CP037922.1_3256,K06244,798.5,-9.2,4700.0,GCF_004355185.1,207
NZ_CP037922.1_3300,K03523,58.07,0.2,110.0,GCF_004355185.1,207
NZ_CP037922.1_3306,K02116,20.27,-0.3,200.0,GCF_004355185.1,207
NZ_CP037922.1_3314,K02109,44.33,0.3,110.0,GCF_004355185.1,207
NZ_CP037922.1_3406,K15189,53.37,0.3,100.0,GCF_004355185.1,207
NZ_CP037922.1_3440,K21449,14.13,1.1,20.0,GCF_004355185.1,207
NZ_CP037922.1_3471,K08363,55.47,1.2,78.0,GCF_004355185.1,207
NZ_CP037922.1_3495,K07034,37.5,0.7,56.0,GCF_004355185.1,207
NZ_CP037922.1_3528,K01992,18.2,0.3,110.0,GCF_004355185.1,207
NZ_CP037922.1_3607,K15539,43.57,1.4,49.0,GCF_004355185.1,207
NZ_CP037922.1_3626,K09766,82.4,-3.6,1300.0,GCF_004355185.1,207
NZ_CP037922.1_3643,K14686,49.63,1.2,57.0,GCF_004355185.1,207
NZ_CP037922.1_3643,K21394,82.77,0.2,100.0,GCF_004355185.1,207
NZ_CP037922.1_3672,K05589,61.43,1.0,83.0,GCF_004355185.1,207
NZ_CP037922.1_3684,K07052,32.0,0.7,63.0,GCF_004355185.1,207
NZ_CP037922.1_3725,K11741,101.97,0.0,200.0,GCF_004355185.1,207
NZ_CP037922.1_3786,K01992,18.2,1.5,43.0,GCF_004355185.1,207
NZ_CP037922.1_3788,K01992,18.2,-0.1,130.0,GCF_004355185.1,207
NZ_CP037922.1_3797,K08473,76.63,0.7,77.0,GCF_004355185.1,207
NZ_CP037922.1_3812,K07991,60.9,0.5,84.0,GCF_004355185.1,207
NZ_CP037922.1_3813,K01992,18.2,0.5,90.0,GCF_004355185.1,207
NZ_CP037922.1_3828,K01992,18.2,1.8,35.0,GCF_004355185.1,207
NZ_CP037922.1_3828,K07052,32.0,0.8,55.0,GCF_004355185.1,207
NZ_CP037922.1_3828,K16919,66.7,0.2,94.0,GCF_004355185.1,207
NZ_CP037922.1_3839,K01992,18.2,1.4,48.0,GCF_004355185.1,207
NZ_CP037922.1_3839,K20359,65.97,-1.1,200.0,GCF_004355185.1,207
NZ_CP037922.1_3851,K03075,26.37,2.4,35.0,GCF_004355185.1,207
NZ_CP037922.1_3896,K13841,157.07,0.1,170.0,GCF_004355185.1,207
NZ_CP037922.1_3922,K01992,18.2,1.4,47.0,GCF_004355185.1,207
NZ_CP037922.1_4000,K12284,106.53,-0.2,160.0,GCF_004355185.1,207
NZ_CP037922.1_4030,K01992,18.2,1.0,62.0,GCF_004355185.1,207
NZ_CP037922.1_4043,K06142,44.07,1.1,79.0,GCF_004355185.1,207
NZ_CP037922.1_4043,K13343,71.5,0.3,83.0,GCF_004355185.1,207
NZ_CP037922.1_4043,K02067,81.47,-3.8,1500.0,GCF_004355185.1,207
NZ_CP037922.1_4064,K01992,18.2,0.1,120.0,GCF_004355185.1,207
NZ_CP037922.1_4077,K11937,43.3,0.5,96.0,GCF_004355185.1,207
NZ_CP037922.1_4103,K22255,28.17,2.0,33.0,GCF_004355185.1,207
NZ_CP037922.1_4103,K07243,33.83,0.4,57.0,GCF_004355185.1,207
NZ_CP037922.1_4246,K25228,48.87,0.2,160.0,GCF_004355185.1,207
NZ_CP037922.1_4311,K08982,28.33,0.7,110.0,GCF_004355185.1,207
NZ_CP037922.1_4365,K05570,78.97,-0.9,380.0,GCF_004355185.1,207
NZ_CP037922.1_4380,K12289,92.77,0.6,120.0,GCF_004355185.1,207
NZ_CP037922.1_4431,K01992,18.2,1.6,43.0,GCF_004355185.1,207
NZ_CP037922.1_4431,K16919,66.7,0.3,89.0,GCF_004355185.1,207
NZ_CP037922.1_4431,K05570,78.97,-0.6,320.0,GCF_004355185.1,207
NZ_CP037922.1_4431,K15977,58.67,-1.8,490.0,GCF_004355185.1,207
NZ_CP037921.1_22,K01992,18.2,1.4,47.0,GCF_004355185.1,207
NZ_CP037921.1_71,K18184,30.07,1.4,65.0,GCF_004355185.1,207
NZ_CP037921.1_91,K19687,29.3,1.9,77.0,GCF_004355185.1,207
NZ_CP037921.1_118,K22737,60.8,0.3,100.0,GCF_004355185.1,207
NZ_CP037921.1_118,K22267,78.67,0.2,84.0,GCF_004355185.1,207
NZ_CP037921.1_123,K07164,76.43,0.4,79.0,GCF_004355185.1,207
NZ_CP037921.1_165,K19058,37.53,1.2,80.0,GCF_004355185.1,207
NZ_CP037921.1_183,K01992,18.2,2.1,30.0,GCF_004355185.1,207
